Hindi,Transliteration
मदविह्वल,madavihval
मार्तड़वल्लभा,mārtavallbahā
गुज़ारी,guārī
दरगुज़ारी,daraguārī
खँसाने_वाला,khn̐śānêvālā
मुक्तवर्च्चा,muktavarccā
संवातित,śnvātit
अवस्वानिक,avaśvānik
वनद,vanad
वनदों,vanadôn
चोदाई,côdāi
निष्कयण,nishhkayaṇ
मोहक,môhak
मोहकता,môhakatā
मोहकों,môhakôn
फ़िनलैण्ड-वासी,inalaiṇḍavāśī
फ़िनलैण्ड-वासिओं,inalaiṇḍavāśion
इन्फेक्शन,enfêkshan
जबरई,jabari
कार्बनडाइआक्साइड,kārbanaḍāeaakśāeḍ
सार्वजानिक,śārvajānik
सार्वजानिकों,śārvajānikôn
अतीतगत,atītagat
कू-कू,kūkū
गिटकौरी,giṭakaurī
व्रणजल,vraṇajal
तश्तरियों,tsahtariyôn
दुधार,dudhār
दुधारता,dudhāratā
दुधारा,dudhārā
दुधारी,dudhārī
कलाविज्ञान,kalāvijñaān
मेथुसालेह,mêthuśālêh
वनम,vanam
दुखिया,dukhiyā
ल्यूकीमिया,lyūkīmiyā
वनय,vanay
शिखासूत्र,shikhāśūtr
शिखासूत्रों,shikhāśūtrôn
सैरडे,śairaḍê
वुस,vuś
वनर,vanar
बुद्धिमानीपूर्ण,buddhimānīpūrṇ
आरोपपूर्ण,aarôpapūrṇ
ऐंड़बैंड़,aenbain
दम-दिलासा,daamadilāśā
पुरातनपन्थी,purātanapanthī
उपयुक्त,upayukt
उपयुक्तता,upayuktatā
उपअधिकारी,upadhikārī
प्रूफ्,prūf
प्रादेश,prādêsh
प्रादेशों,prādêshôn
बदमिजाज़,badamijā
बदमिजाज़ी,badamijāī
कुंभकारिता,kunbhakāritā
आईपाड,aaipāḍ
चारुकेश,cārukêsh
चारुकेशी,cārukêshī
कर्तरी,kartarī
भोक्ता,bhôktā
अनुभोक्ता,anubhôktā
अभोक्ता,abhôktā
पुनरंतरण,punarntaraṇ
कमरबडेरा,kamarabaḍêrā
पूर्वयोजनाबद्ध,pūrvayôjanābaddh
मोहद,môhad
सम्मान-अपमान,śammānapamān
शैशवावस्था,shaishavāvaśthā
दीनदार,dīnadār
दीनदारी,dīnadārī
वर्णनं,varṇann
अन्नप्रासन,annaprāśan
मोहन,môhan
विमोहन,vimôhan
मोहनी,môhanī
विमोहनी,vimôhanī
लहसुआ,lahaśuaa
पौलूज़,paulū
चंगेरिक,cngêrik
चंगेरिका,cngêrikā
कर्मकांड़,karmakān
कर्मकांड़ी,karmakānī
अभिवहन,abhivahan
अभिवहनों,abhivahanôn
टाँगखिंचाई,ṭān̐gkahincāi
तुष्टिकर,tushhṭikar
फडिंगा,faḍingā
प्रत्योघ,pratyôgh
वनि,vani
वनिता,vanitā
फार.,fār
ज़िरो,irô
दितिपुत्र,ditiputr
अदितिपुत्र,aditiputr
उपत्यका,upatyakā
उपत्यके,upatyakê
उपत्यकों,upatyakôn
कूर्चाकार,kūrcākār
फ़ैनफ़ेअर,ainêar
स्त्रीपुर,śtrīpur
टुक्कड़,ṭukk
टुक्कड़ों,ṭukkôn
मोहर,môhar
मोहरों,môharôn
मोहरा,môharā
मोहरी,môharī
मोहरे,môharê
मोटनक,môṭanak
द्राक्ष,drākshh
द्राक्षों,drākshhôn
द्राक्षा,drākshhā
द्राक्षे,drākshhê
अंतश्छिद्रण,antsahchidraṇ
मृत्युंजयत,mrityunjayat
मृत्युंजयता,mrityunjayatā
क्रीड़ा-स्थल,krīāśthal
विषुवद्दिवस,vishhuvaddivaś
छाईं,chāin
कर्मतारी,karmatārī
जबरन,jabaran
दुष्प्रधर्षणी,dushhprdaharshhaṇī
ऐथ्नोलजी,aethnôlajī
एँच-पेच,an̐capêc
क्षुपक,kshhupak
डीआरसी,ḍīaaraśī
क्रमशह्वृद्धि,kramsahahvriddhi
क्षितिरुह,kshhitiruh
मोहि,môhi
वान्य,vāny
वान्या,vānyā
ग्रंथिफला,grnthifalā
तरणितनय,taraṇitanay
तरणितनया,taraṇitanayā
टिक्,ṭik
जमा-जमाया,jamājamāyā
अनांडबर,anānḍabar
बुलौआ,bulauaa
उत्तलीय,uttalīy
उत्तलीयता,uttalīyatā
नाजिम,nājim
पुजाही,pujāhī
नाजिर,nājir
दीवान,dīvān
दीवानों,dīvānôn
दीवाना,dīvānā
दीवानी,dīvānī
दीवाने,dīvānê
कसमसातीं,kaśamaśātīn
तीर्थ्य,tīrthy
अहतोत्साहित,ahatôtśāhit
नाजिल,nājil
ब्रह्मतेज,brahmatêj
वरयिता,varayitā
संभोगिनी,śnbhôginī
अतिसंभोगिनी,atiśnbhôginī
वैधव्ययुक्त,vaidhavyayukt
पीतपिष्ट,pītapishhṭ
लहसुन,lahaśun
लहसुनों,lahaśunôn
लहसुनी,lahaśunī
असांख्य,aśānkhy
आशिक़,aashi
आशिक़ा,aashiā
आशिक़ी,aashiī
आशिक़ों,aashiôn
खलाचार,khalācār
दीवार,dīvār
तरज़ुमा,taarumā
रक्षामंत्रालय,rakshhāmntrālay
दीवाल,dīvāl
दीवाला,dīvālā
दीवाली,dīvālī
रजतांग,rajatāng
तरीकों,tarīkôn
निरादृतत,nirādritat
प्रतिष्ठाक्रम,pratishhṭhākram
चाँय-चाँय,cān̐yacān̐y
दुरुपभोग,durupbahôg
दुरुपभोगी,durupbahôgī
प्रत्याहृत,pratyāhrit
प्रत्यादेश,pratyādêsh
प्रत्यादेशों,pratyādêshôn
प्रत्यादेशी,pratyādêshī
वीर्यकोशा,vīryakôshā
वर्णनम,varṇanam
आत्मज्योति,aatmajyôti
सहप्लाव्मा,śahaplāvmā
मल्लाहिन,mallāhin
विरोधार्थ,virôdhārth
विरोधार्थी,virôdhārthī
ख़तना,tanā
ख़तने,tanê
ख़तनों,tanôn
प्रत्याहृन,pratyāhrin
नयचक्षुस्,nayacakshhuś
निराकांक्षा,nirākānkshhā
निराकांक्षाएँ,nirākānkshhāan̐
निराकांक्षाओं,nirākānkshhāon
निराकांक्षी,nirākānkshhī
स्वस्थ,śvaśth
स्वस्थता,śvaśthatā
एकांतीय,akāntīy
जिबह,jibah
सुडोलपन,śuḍôlapan
विषपान,vishhapān
लर्निंग,larning
परिहृदयावारण,parihridayāvāraṇ
मेकलकन्यका,mêkalakanyakā
निशिचारी,nishicārī
श्वेतरथ,shvêtartah
खरोँचू,kharôn̐cū
प्रसंख्या,praśnkhyā
प्रसंख्ये,praśnkhyê
प्रसंख्यों,praśnkhyôn
सकीरा,śakīrā
जांजगीर-चाम्पा,jānjagīracāmpā
दीप्तिशाली,dīptishālī
हाफिज,hāfij
पदार्थवाद,padārthavād
पदार्थवादी,padārthavādī
पदार्थवादों,padārthavādôn
धातुबैरी,dhātubairī
एकाहार,akāhār
एकाहारों,akāhārôn
एकाहारी,akāhārī
बिंदुमती,bindumatī
स्वस्य,śvaśy
असाधनीय,aśādhanīy
डैकरॉन,ḍaikarŏn
वृक्षारोपणक,vrikshhārôpaṇak
नवतिका,navatikā
नवतिकाएँ,navatikāan̐
नवतिकाओं,navatikāon
वास्तिक,vāśtik
उद्देशक,uddêshak
ओवरटेकर,ovaraṭêkar
रीफ़िल,rīil
स्वस्व,śvaśv
महेन्द्रवारुणी,mahêndravāruṇī
विषकन्या,vishhakanyā
फ़ॉसामैक्स,ŏśāmaikś
पघाल,pgahāl
प्रधानीय,prdahānīy
देवधूप,dêvdahūp
विषपाह,vishhapāh
सोखरियों,śôkhariyôn
न्यायसम्मत,nyāyaśammat
मारुआकोस,māruaakôś
क्रियाक्रम,kriyākram
तीक्ष्णदृष्टियुक्त,tīkshhṇadrishhṭiyukt
अवटुचूनीन,avaṭucūnīn
नियंत्रकीय,niyntrakīy
क्विन्टल,kvinṭal
काँसाकार,kān̐śākār
आदातव्य,aadātavy
प्रेलखी,prêlkahī
कोविदत,kôvidat
बलिहा,balihā
ईश्वरनिष्ठ,ishvaranishhṭh
ईश्वरनिष्ठा,ishvaranishhṭhā
कठंगर,kṭahngar
बकध्यान,bakdahyān
बकध्यानी,bakdahyānī
टंकृत,ṭnkrit
प्रत्युत्कर्ष,pratyutkarshh
निखोरना,nikhôranā
अदूरगामी,adūragāmī
मुखेंदु,mukhêndu
उड़ावाया,uāvāyā
निरवलंब,niravalnb
निरवलंबता,niravalnbatā
होस्ट,hôśṭ
होस्टों,hôśṭôn
स्वच्छकारी,śvacchakārī
सब्स्क्राइबर,śabśkrāebar
कुलक्रमेण,kulakramêṇ
परिस्तरण,pariśtaraṇ
परिस्तरणों,pariśtaraṇôn
रुवाई,ruvāi
उद्देशन,uddêshan
फाइनानशल,fāenānsahal
बड़गुल्ला,bagullā
कचलोंदा,kacalôndā
क्रोधित,krôdhit
क्रोधिता,krôdhitā
वैजयंत,vaijaynt
वैजयंतों,vaijayntôn
वैजयंती,vaijayntī
दुःभ्रांति,duḥ bhrānti
रत्ननाभ,ratnanābh
श्रमणक,shramaṇak
औष्म्य,aoshhmy
जीन्द,jīnd
बंधनहीन,bndhanahīn
बंधनहीनता,bndhanahīnatā
प्रथान,prtahān
प्रथानों,prtahānôn
लायब्रेरी,lāyabrêrī
तपनीयक,tapanīyak
घाटी,ghāṭī
घाटीवाली,ghāṭīvālī
घाटीवालियाँ,ghāṭīvāliyān̐
घाटीवाला,ghāṭīvālā
घाटीवाले,ghāṭīvālê
घाटियाँ,ghāṭiyān̐
घाटिओं,ghāṭion
पार्श्वचित्र,pārshvacitr
तीक्ष्णशूक,tīkshhṇsahūk
प्रेमातिरेक,prêmātirêk
घराड़ी,gharāī
शोधनात्मक,shôdhanātmak
काशक,kāshak
विकाशक,vikāshak
चव्य,cavy
चव्या,cavyā
गुलकट,gulakaṭ
फटिक,faṭik
फटिका,faṭikā
हाफकमीज,hāfakamīj
दीन-ए-इलाही,dīnaelāhī
नियोरीयलिज़्म,niyôrīyalim
निष्परभ,nishhparbah
निष्परभता,nishhparbahatā
दूधपिट्ठी,dūdhapiṭṭhī
चेंटियारी,cênṭiyārī
कोइरन,kôeran
परिग्रहणीय,parigrahaṇīy
मेहरबानगी,mêharabānagī
हज्जाम,hajjām
हज्जामों,hajjāmôn
हज्जामी,hajjāmī
गड़ब़अ,gaba
अण्डकगोल,aṇḍakagôl
शिखाबंध,shikhābndh
जीन्स,jīnś
जीन्सों,jīnśôn
श्रमजीवी,shramajīvī
उद्धााटन,uddhāāṭan
माध्य,mādhy
माध्यों,mādhyôn
प्रतिबिम्बित,pratibimbit
स्नहिल,śnahil
मौकों,maukôn
वसीक़ेदार,vaśīêdār
हारवार,hāravār
फौरमाइका,fauramāekā
माध्व,mādhv
माध्वों,mādhvôn
माध्वी,mādhvī
ट्रापिकल,ṭrāpikal
भाषाविद्ता,bhāshhāvidtā
चातुर्महाराजिक,cāturmahārājik
कामेडी,kāmêḍī
देहरहित,dêharahit
गोदनशीं,gôdansahīn
